opener,avg_guesses,median_guesses,fails,max_guesses
nicol,4.016480,4.0,141,13
maces,4.016480,4.0,143,13
geits,4.016480,4.0,158,11
rompu,4.016676,4.0,84,11
swirl,4.016676,4.0,107,11
gamin,4.016676,4.0,120,11
grunt,4.016676,4.0,125,11
pomes,4.016676,4.0,125,12
opens,4.016676,4.0,135,11
segol,4.016676,4.0,138,10
ergon,4.016676,4.0,139,11
rompy,4.016873,4.0,77,10
filth,4.016873,4.0,88,10
world,4.016873,4.0,97,10
thang,4.016873,4.0,103,10
field,4.016873,4.0,110,11
crink,4.016873,4.0,112,11
towel,4.016873,4.0,115,11
stank,4.016873,4.0,116,10
honda,4.016873,4.0,117,10
wrote,4.016873,4.0,121,11
lumas,4.016873,4.0,128,12
elops,4.016873,4.0,132,11
batch,4.017069,4.0,78,10
chirp,4.017069,4.0,99,11
bilge,4.017069,4.0,111,11
banco,4.017069,4.0,117,11
mound,4.017069,4.0,118,10
cardy,4.017069,4.0,120,11
gemot,4.017069,4.0,120,11
brust,4.017069,4.0,124,11
cagot,4.017069,4.0,124,12
karst,4.017069,4.0,124,11
bores,4.017069,4.0,135,12
labis,4.017069,4.0,140,12
oldie,4.017069,4.0,143,12
lownd,4.017265,4.0,97,11
defat,4.017265,4.0,112,10
blocs,4.017265,4.0,118,11
felid,4.017265,4.0,118,11
cibol,4.017265,4.0,119,11
chits,4.017265,4.0,120,11
peaty,4.017265,4.0,120,10
heils,4.017265,4.0,140,11
slimy,4.017461,4.0,98,11
porey,4.017461,4.0,121,11
unrid,4.017461,4.0,147,11
nodes,4.017461,4.0,150,11
limbo,4.017657,4.0,93,11
becap,4.017657,4.0,96,11
warps,4.017657,4.0,96,11
hoper,4.017657,4.0,112,11
belga,4.017657,4.0,116,12
holds,4.017657,4.0,116,11
rache,4.017657,4.0,119,11
omens,4.017657,4.0,132,12
unled,4.017657,4.0,139,13
cauls,4.017657,4.0,148,13
aloin,4.017657,4.0,158,12
ampul,4.017854,4.0,88,11
omlah,4.017854,4.0,97,11
lurch,4.017854,4.0,105,11
garbs,4.017854,4.0,110,11
wared,4.017854,4.0,112,11
facet,4.017854,4.0,114,11
snark,4.017854,4.0,122,11
tuism,4.017854,4.0,122,12
frail,4.017854,4.0,125,12
telae,4.017854,4.0,131,11
nomas,4.017854,4.0,137,12
renga,4.017854,4.0,142,11
aeons,4.017854,4.0,175,12
omrah,4.018050,4.0,106,11
unpot,4.018050,4.0,109,11
water,4.018050,4.0,115,11
derny,4.018050,4.0,124,11
flora,4.018050,4.0,126,12
taker,4.018050,4.0,130,12
runic,4.018050,4.0,136,11
beins,4.018050,4.0,142,11
cesti,4.018050,4.0,146,11
share,4.018050,4.0,146,11
dench,4.018246,4.0,102,10
preak,4.018246,4.0,107,11
amnic,4.018246,4.0,111,11
ruban,4.018246,4.0,118,11
ingle,4.018246,4.0,128,11
fault,4.018442,4.0,106,11
stown,4.018442,4.0,107,10
choil,4.018442,4.0,112,11
lycra,4.018442,4.0,115,12
pluds,4.018442,4.0,118,11
korat,4.018442,4.0,124,12
anger,4.018442,4.0,139,11
boets,4.018442,4.0,140,11
legno,4.018442,4.0,141,12
rosal,4.018442,4.0,153,12
acnes,4.018442,4.0,155,12
atocs,4.018442,4.0,155,12
utile,4.018442,4.0,155,11
fremd,4.018638,4.0,91,10
helps,4.018638,4.0,108,10
radif,4.018638,4.0,108,11
nomic,4.018638,4.0,110,11
frame,4.018638,4.0,115,12
grids,4.018638,4.0,128,11
sleet,4.018638,4.0,130,11
pulse,4.018638,4.0,131,11
algor,4.018638,4.0,137,12
comes,4.018638,4.0,139,13
pures,4.018638,4.0,148,12
areic,4.018638,4.0,149,12
roust,4.018638,4.0,150,11
profs,4.018835,4.0,93,10
ptish,4.018835,4.0,99,11
pikel,4.018835,4.0,102,12
punce,4.018835,4.0,119,11
crags,4.018835,4.0,121,11
spuer,4.018835,4.0,122,11
afrit,4.018835,4.0,124,11
sepia,4.018835,4.0,132,11
besot,4.018835,4.0,134,11
comas,4.018835,4.0,137,13
coria,4.018835,4.0,150,13
hears,4.018835,4.0,151,12
units,4.018835,4.0,153,12
panch,4.019031,4.0,83,10
docht,4.019031,4.0,99,12
opera,4.019031,4.0,129,11
lobes,4.019031,4.0,136,12
micas,4.019031,4.0,140,12
bones,4.019031,4.0,147,11
toise,4.019031,4.0,159,12
rodny,4.019227,4.0,110,11
darcy,4.019227,4.0,116,11
swale,4.019227,4.0,118,11
dirge,4.019227,4.0,124,10
unlid,4.019227,4.0,131,12
pieds,4.019227,4.0,132,11
ligan,4.019227,4.0,139,12
scute,4.019227,4.0,141,11
ludes,4.019227,4.0,158,12
irade,4.019227,4.0,164,12
lubra,4.019423,4.0,113,12
input,4.019423,4.0,114,11
routh,4.019423,4.0,115,11
dwale,4.019423,4.0,117,11
urban,4.019423,4.0,120,11
hosta,4.019423,4.0,123,11
poule,4.019423,4.0,134,11
rangi,4.019423,4.0,134,11
grens,4.019423,4.0,142,11
enols,4.019423,4.0,150,12
ruote,4.019423,4.0,154,11
alcos,4.019423,4.0,155,12
arise,4.019423,4.0,175,12
metho,4.019619,4.0,104,10
scaly,4.019619,4.0,113,12
bonds,4.019619,4.0,116,11
doeth,4.019619,4.0,120,11
warns,4.019619,4.0,120,11
sadic,4.019619,4.0,129,11
giron,4.019619,4.0,139,11
gares,4.019619,4.0,163,11
forth,4.019816,4.0,85,10
flaps,4.019816,4.0,95,11
thing,4.019816,4.0,102,10
aitch,4.019816,4.0,109,11
sherd,4.019816,4.0,110,10
rolfs,4.019816,4.0,115,11
dopas,4.019816,4.0,116,12
linum,4.019816,4.0,118,11
trays,4.019816,4.0,127,11
mutis,4.019816,4.0,129,12
patio,4.019816,4.0,129,11
ducts,4.019816,4.0,134,11
tigon,4.019816,4.0,136,11
camis,4.019816,4.0,141,13
plues,4.019816,4.0,142,12
fiats,4.019816,4.0,144,11
shunt,4.020012,4.0,115,9
muted,4.020012,4.0,116,11
homer,4.020012,4.0,121,12
shero,4.020012,4.0,126,11
gated,4.020012,4.0,132,11
tangi,4.020012,4.0,134,11
shoer,4.020012,4.0,137,11
segno,4.020012,4.0,138,11
dures,4.020012,4.0,143,12
gaols,4.020012,4.0,151,12
brawn,4.020208,4.0,81,10
wrath,4.020208,4.0,87,10
graft,4.020208,4.0,105,10
tawer,4.020208,4.0,117,11
flans,4.020208,4.0,118,12
fiord,4.020208,4.0,119,11
refan,4.020208,4.0,123,11
farce,4.020208,4.0,125,12
tsade,4.020208,4.0,136,11
linga,4.020208,4.0,137,12
singe,4.020208,4.0,149,11
wraps,4.020404,4.0,93,11
moths,4.020404,4.0,106,11
lengs,4.020404,4.0,128,12
flair,4.020404,4.0,130,12
ergot,4.020404,4.0,133,11
negro,4.020404,4.0,139,11
swapt,4.020600,4.0,99,10
mobed,4.020600,4.0,109,11
rhime,4.020600,4.0,109,11
bidon,4.020600,4.0,110,10
hable,4.020600,4.0,110,11
drink,4.020600,4.0,118,10
loups,4.020600,4.0,128,11
glode,4.020600,4.0,138,11
scarf,4.020797,4.0,100,11
grapy,4.020797,4.0,103,10
derig,4.020797,4.0,126,10
scaur,4.020797,4.0,129,12
copes,4.020797,4.0,138,11
cames,4.020797,4.0,144,13
aesir,4.020797,4.0,155,12
gears,4.020797,4.0,160,12
amply,4.020993,4.0,87,11
abrim,4.020993,4.0,96,12
minty,4.020993,4.0,112,10
skint,4.020993,4.0,117,11
gorms,4.020993,4.0,118,12
uptie,4.020993,4.0,124,11
craig,4.020993,4.0,134,11
shier,4.020993,4.0,136,11
comae,4.020993,4.0,137,13
toing,4.020993,4.0,137,11
algid,4.020993,4.0,139,11
togae,4.020993,4.0,140,11
capes,4.020993,4.0,141,12
edits,4.020993,4.0,146,11
swept,4.021189,4.0,88,10
strew,4.021189,4.0,109,10
slopy,4.021189,4.0,112,10
hurts,4.021189,4.0,127,10
donga,4.021189,4.0,128,11
isled,4.021189,4.0,144,12
ileac,4.021189,4.0,150,12
cymar,4.021385,4.0,100,12
blume,4.021385,4.0,107,11
clink,4.021385,4.0,110,12
dowel,4.021385,4.0,110,11
stoup,4.021385,4.0,118,10
daynt,4.021385,4.0,119,11
globe,4.021385,4.0,124,11
chars,4.021385,4.0,125,12
edict,4.021385,4.0,126,11
prius,4.021385,4.0,126,11
birse,4.021385,4.0,129,12
sucre,4.021385,4.0,148,12
agile,4.021385,4.0,150,11
prief,4.021581,4.0,97,11
stich,4.021581,4.0,101,10
barge,4.021581,4.0,112,11
lofts,4.021581,4.0,117,11
sadhe,4.021581,4.0,122,10
angst,4.021581,4.0,138,11
benis,4.021581,4.0,140,11
canso,4.021581,4.0,149,12
adore,4.021581,4.0,154,12
milfs,4.021778,4.0,92,11
scrum,4.021778,4.0,97,11
haulm,4.021778,4.0,105,12
stonk,4.021778,4.0,107,10
rawns,4.021778,4.0,114,10
wield,4.021778,4.0,115,11
choir,4.021778,4.0,116,12
forel,4.021778,4.0,116,12
poems,4.021778,4.0,122,12
pouts,4.021778,4.0,128,11
unold,4.021778,4.0,134,12
ocrea,4.021778,4.0,142,13
cours,4.021778,4.0,143,13
cadis,4.021778,4.0,152,12
noris,4.021778,4.0,154,12
chelp,4.021974,4.0,87,10
album,4.021974,4.0,92,11
methi,4.021974,4.0,106,10
bourn,4.021974,4.0,113,11
mucid,4.021974,4.0,114,11
mangs,4.021974,4.0,118,11
artsy,4.021974,4.0,130,11
fetas,4.021974,4.0,132,11
mulse,4.021974,4.0,134,12
ribas,4.021974,4.0,134,11
scuta,4.021974,4.0,138,11
dulse,4.021974,4.0,151,12
loued,4.021974,4.0,152,12
plumb,4.022170,4.0,61,10
sklim,4.022170,4.0,85,11
blahs,4.022170,4.0,101,11
alums,4.022170,4.0,126,12
toges,4.022170,4.0,156,11
pyric,4.022366,4.0,92,10
derpy,4.022366,4.0,103,10
meths,4.022366,4.0,107,10
domic,4.022366,4.0,109,11
begat,4.022366,4.0,122,10
potai,4.022366,4.0,125,11
serum,4.022366,4.0,127,11
molue,4.022366,4.0,137,12
brise,4.022366,4.0,139,11
clous,4.022366,4.0,144,12
etics,4.022366,4.0,144,12
horse,4.022366,4.0,144,11
octas,4.022366,4.0,150,12
acers,4.022366,4.0,153,13
crowd,4.022562,4.0,97,10
warms,4.022562,4.0,100,12
fecit,4.022562,4.0,102,11
foram,4.022562,4.0,104,11
after,4.022562,4.0,115,11
fried,4.022562,4.0,117,11
binds,4.022562,4.0,119,10
mealy,4.022562,4.0,121,12
gluts,4.022562,4.0,127,11
cigar,4.022562,4.0,130,12
olein,4.022562,4.0,153,12
thump,4.022758,4.0,74,10
swopt,4.022758,4.0,89,10
power,4.022758,4.0,96,11
scrag,4.022758,4.0,106,10
bathe,4.022758,4.0,107,10
fader,4.022758,4.0,115,11
gleba,4.022758,4.0,115,11
hilsa,4.022758,4.0,123,11
beams,4.022758,4.0,125,12
clogs,4.022758,4.0,127,11
mutes,4.022758,4.0,130,12
robes,4.022758,4.0,132,11
ludos,4.022758,4.0,146,12
mules,4.022758,4.0,147,13
togas,4.022758,4.0,149,11
runes,4.022758,4.0,167,11
habit,4.022955,4.0,103,10
manty,4.022955,4.0,113,10
dregs,4.022955,4.0,120,10
worts,4.022955,4.0,120,11
hadst,4.022955,4.0,121,10
cribo,4.022955,4.0,124,11
mopes,4.022955,4.0,125,12
tansy,4.022955,4.0,131,11
dinge,4.022955,4.0,132,11
hosel,4.022955,4.0,133,12
nould,4.022955,4.0,133,12
amids,4.022955,4.0,135,12
relay,4.022955,4.0,139,11
hoars,4.022955,4.0,144,12
mutch,4.023151,4.0,78,11
manly,4.023151,4.0,109,12
dogma,4.023151,4.0,110,10
thong,4.023151,4.0,111,10
rabic,4.023151,4.0,116,12
mango,4.023151,4.0,118,11
woald,4.023151,4.0,122,11
tuber,4.023151,4.0,125,11
rohan,4.023151,4.0,130,11
tendu,4.023151,4.0,134,11
troke,4.023151,4.0,137,11
signa,4.023151,4.0,145,11
lures,4.023151,4.0,169,13
pruny,4.023347,4.0,101,10
crowl,4.023347,4.0,102,11
glaum,4.023347,4.0,105,12
raspy,4.023347,4.0,107,10
flame,4.023347,4.0,108,12
bleah,4.023347,4.0,112,10
lubed,4.023347,4.0,117,12
smout,4.023347,4.0,119,11
rhino,4.023347,4.0,123,11
valet,4.023347,4.0,125,12
ridge,4.023347,4.0,126,10
wonts,4.023347,4.0,128,10
pedos,4.023347,4.0,130,11
kants,4.023347,4.0,131,11
staig,4.023347,4.0,133,10
rigol,4.023347,4.0,135,11
scion,4.023347,4.0,140,11
heist,4.023347,4.0,141,10
coati,4.023347,4.0,155,12
pight,4.023543,4.0,80,12
pelch,4.023543,4.0,88,11
sulph,4.023543,4.0,96,9
timbo,4.023543,4.0,98,11
treck,4.023543,4.0,100,12
adlib,4.023543,4.0,108,11
palki,4.023543,4.0,111,12
skarn,4.023543,4.0,122,11
aumil,4.023543,4.0,126,12
fitna,4.023543,4.0,126,11
pedis,4.023543,4.0,127,11
basin,4.023543,4.0,131,11
gonad,4.023543,4.0,139,11
horas,4.023543,4.0,145,12
glias,4.023543,4.0,156,11
mulch,4.023739,4.0,85,11
flims,4.023739,4.0,91,11
flams,4.023739,4.0,94,11
meynt,4.023739,4.0,105,10
vlast,4.023739,4.0,114,12
loche,4.023739,4.0,118,12
certy,4.023739,4.0,127,11
gleds,4.023739,4.0,128,11
cruds,4.023739,4.0,133,11
cager,4.023739,4.0,139,12
paces,4.023739,4.0,144,12
apart,4.023936,4.0,109,10
bends,4.023936,4.0,126,10
dings,4.023936,4.0,128,10
sheol,4.023936,4.0,139,10
boils,4.023936,4.0,140,11
leash,4.023936,4.0,143,12
ornis,4.023936,4.0,157,11
dimly,4.024132,4.0,100,11
drock,4.024132,4.0,108,11
fards,4.024132,4.0,115,11
pucan,4.024132,4.0,116,11
aburn,4.024132,4.0,117,11
shied,4.024132,4.0,123,10
skirt,4.024132,4.0,125,11
mutas,4.024132,4.0,126,12
miaul,4.024132,4.0,131,13
asper,4.024132,4.0,134,11
louns,4.024132,4.0,154,12
noria,4.024132,4.0,167,12
might,4.024328,4.0,82,11
rumba,4.024328,4.0,94,11
preif,4.024328,4.0,95,11
comps,4.024328,4.0,100,12
bhats,4.024328,4.0,106,10
thesp,4.024328,4.0,106,10
tachi,4.024328,4.0,114,11
flors,4.024328,4.0,118,12
gride,4.024328,4.0,128,10
ratan,4.024328,4.0,131,11
ambit,4.024524,4.0,99,11
unrip,4.024524,4.0,115,11
twine,4.024524,4.0,120,10
incut,4.024524,4.0,121,11
goles,4.024524,4.0,151,12
cades,4.024524,4.0,154,12
biped,4.024720,4.0,97,10
boteh,4.024720,4.0,104,10
simba,4.024720,4.0,105,10
hance,4.024720,4.0,115,11
fetor,4.024720,4.0,120,11
meaty,4.024720,4.0,121,11
ursid,4.024720,4.0,134,11
breis,4.024720,4.0,145,11
douts,4.024720,4.0,145,11
locis,4.024720,4.0,152,12
geans,4.024720,4.0,164,12
barmy,4.024917,4.0,88,11
pridy,4.024917,4.0,102,11
purge,4.024917,4.0,109,11
klaps,4.024917,4.0,111,12
myals,4.024917,4.0,112,12
rifle,4.024917,4.0,121,11
andic,4.024917,4.0,126,11
cloak,4.024917,4.0,126,12
bluer,4.024917,4.0,127,12
indol,4.024917,4.0,127,12
lunar,4.024917,4.0,137,12
scour,4.024917,4.0,137,11
hoast,4.024917,4.0,138,11
noema,4.024917,4.0,140,12
sword,4.025113,4.0,99,10
tacho,4.025113,4.0,113,11
force,4.025113,4.0,115,11
payor,4.025113,4.0,124,11
loamy,4.025113,4.0,125,12
towns,4.025113,4.0,128,11
duets,4.025113,4.0,160,11
blash,4.025309,4.0,99,11
brink,4.025309,4.0,99,11
plugs,4.025309,4.0,101,11
imped,4.025309,4.0,102,11
runch,4.025309,4.0,106,11
rigmo,4.025309,4.0,117,11
drily,4.025309,4.0,128,11
festa,4.025309,4.0,129,11
guard,4.025309,4.0,129,10
under,4.025309,4.0,144,11
gites,4.025309,4.0,155,11
rouen,4.025309,4.0,159,11
rudie,4.025309,4.0,160,11
pawls,4.025505,4.0,104,11
fated,4.025505,4.0,110,10
trunk,4.025505,4.0,112,10
swole,4.025505,4.0,117,10
picon,4.025505,4.0,119,11
tragu,4.025505,4.0,119,10
tungs,4.025505,4.0,123,11
nifle,4.025505,4.0,124,12
uncle,4.025505,4.0,132,12
feals,4.025505,4.0,139,12
ruice,4.025505,4.0,151,12
dawen,4.025701,4.0,105,10
tryps,4.025701,4.0,111,10
ngoma,4.025701,4.0,113,10
blags,4.025701,4.0,115,11
tugra,4.025701,4.0,124,11
krona,4.025701,4.0,130,11
golds,4.025701,4.0,138,11
agrin,4.025701,4.0,142,11
daces,4.025701,4.0,152,12
lucre,4.025701,4.0,153,13
gilas,4.025701,4.0,155,11
anode,4.025701,4.0,157,11
brawl,4.025898,4.0,87,11
balmy,4.025898,4.0,91,11
dewan,4.025898,4.0,108,10
dhoti,4.025898,4.0,110,12
garum,4.025898,4.0,111,12
bantu,4.025898,4.0,112,10
flier,4.025898,4.0,123,12
piley,4.025898,4.0,125,11
oleic,4.025898,4.0,138,12
absit,4.025898,4.0,139,11
sargo,4.025898,4.0,141,11
halos,4.025898,4.0,144,12
gleis,4.025898,4.0,156,11
spelk,4.026094,4.0,89,10
talpa,4.026094,4.0,101,10
algum,4.026094,4.0,104,11
poynt,4.026094,4.0,107,10
baith,4.026094,4.0,108,11
pugil,4.026094,4.0,108,11
waled,4.026094,4.0,120,11
widen,4.026094,4.0,120,10
bruin,4.026094,4.0,122,11
stony,4.026094,4.0,126,10
guilt,4.026094,4.0,130,11
amide,4.026094,4.0,134,11
gilds,4.026094,4.0,134,11
tinks,4.026094,4.0,134,11
muist,4.026094,4.0,136,12
rudas,4.026094,4.0,143,11
codas,4.026094,4.0,152,12
baths,4.026290,4.0,97,10
symar,4.026290,4.0,101,10
spyal,4.026290,4.0,102,10
sight,4.026290,4.0,104,11
grabs,4.026290,4.0,107,11
silts,4.026290,4.0,121,10
lawin,4.026290,4.0,123,11
filar,4.026290,4.0,129,12
rheid,4.026290,4.0,133,10
danio,4.026290,4.0,153,11
suite,4.026290,4.0,158,11
goras,4.026290,4.0,159,12
gulps,4.026486,4.0,104,11
owlet,4.026486,4.0,117,11
copse,4.026486,4.0,127,12
coaly,4.026486,4.0,129,12
redig,4.026486,4.0,132,10
lefts,4.026486,4.0,136,12
souct,4.026486,4.0,140,11
roany,4.026486,4.0,150,11
ulans,4.026486,4.0,151,12
sager,4.026486,4.0,155,11
curie,4.026486,4.0,157,12
rules,4.026486,4.0,166,12
demob,4.026682,4.0,99,10
pelsh,4.026682,4.0,104,10
balus,4.026682,4.0,124,12
upset,4.026682,4.0,128,11
sulci,4.026682,4.0,129,11
basti,4.026682,4.0,135,11
stage,4.026682,4.0,139,10
goels,4.026682,4.0,142,11
fleam,4.026879,4.0,90,11
pilaf,4.026879,4.0,93,11
firms,4.026879,4.0,102,12
banty,4.026879,4.0,103,10
fraim,4.026879,4.0,111,12
cetyl,4.026879,4.0,116,12
bagel,4.026879,4.0,119,11
skran,4.026879,4.0,119,11
fruit,4.026879,4.0,123,11
bogle,4.026879,4.0,126,11
girds,4.026879,4.0,131,11
girlf,4.027075,4.0,102,10
talma,4.027075,4.0,103,12
flips,4.027075,4.0,104,11
purty,4.027075,4.0,106,10
ruble,4.027075,4.0,125,11
moray,4.027075,4.0,126,11
umras,4.027075,4.0,128,13
flies,4.027075,4.0,145,12
decos,4.027075,4.0,149,12
dices,4.027075,4.0,150,12
plung,4.027271,4.0,93,11
dipso,4.027271,4.0,117,11
dongs,4.027271,4.0,130,11
putos,4.027271,4.0,130,11
soger,4.027271,4.0,143,11
lunas,4.027271,4.0,155,12
powre,4.027467,4.0,95,11
brume,4.027467,4.0,104,11
ducti,4.027467,4.0,119,11
mesic,4.027467,4.0,123,13
sodic,4.027467,4.0,129,10
shoed,4.027467,4.0,134,10
muirs,4.027467,4.0,138,13
ondes,4.027467,4.0,149,11
outre,4.027467,4.0,151,11
route,4.027467,4.0,156,11
crumb,4.027663,4.0,82,11
korma,4.027663,4.0,109,13
cyton,4.027663,4.0,113,11
often,4.027663,4.0,115,11
burls,4.027663,4.0,117,12
blude,4.027663,4.0,119,11
plays,4.027663,4.0,120,11
purse,4.027663,4.0,129,12
louma,4.027663,4.0,132,12
abers,4.027663,4.0,135,12
tiyns,4.027663,4.0,144,12
lauds,4.027663,4.0,145,12
pinch,4.027860,4.0,90,10
flops,4.027860,4.0,97,11
ethal,4.027860,4.0,113,10
inorb,4.027860,4.0,115,11
trugo,4.027860,4.0,120,11
flute,4.027860,4.0,123,11
wrest,4.027860,4.0,126,10
hauld,4.027860,4.0,128,11
lesbo,4.027860,4.0,132,11
tanks,4.027860,4.0,134,11
cides,4.027860,4.0,153,12
acros,4.027860,4.0,161,13
almug,4.028056,4.0,103,11
perle,4.028056,4.0,108,12
pagne,4.028056,4.0,115,11
crash,4.028056,4.0,116,11
pitsu,4.028056,4.0,122,11
glens,4.028056,4.0,132,11
scout,4.028056,4.0,137,11
hares,4.028056,4.0,146,11
motif,4.028252,4.0,86,11
cubit,4.028252,4.0,104,11
spiry,4.028252,4.0,108,10
suped,4.028252,4.0,114,10
weird,4.028252,4.0,114,10
rowts,4.028252,4.0,115,10
bemas,4.028252,4.0,119,12
trews,4.028252,4.0,123,10
carks,4.028252,4.0,124,13
finer,4.028252,4.0,129,11
grued,4.028252,4.0,133,10
muset,4.028252,4.0,135,12
dunce,4.028252,4.0,140,11
mesia,4.028252,4.0,148,13
bines,4.028252,4.0,150,11
heros,4.028252,4.0,152,11
bahts,4.028448,4.0,100,10
bardy,4.028448,4.0,101,10
flout,4.028448,4.0,111,11
pasty,4.028448,4.0,113,10
iftar,4.028448,4.0,114,11
glibs,4.028448,4.0,117,11
lawns,4.028448,4.0,119,11
badly,4.028644,4.0,91,11
tophi,4.028644,4.0,96,11
adbot,4.028644,4.0,112,10
ranks,4.028644,4.0,123,11
rawin,4.028644,4.0,125,10
omdas,4.028644,4.0,126,12
anglo,4.028644,4.0,138,11
elate,4.028644,4.0,139,11
moule,4.028644,4.0,142,12
gates,4.028644,4.0,155,11
metif,4.028840,4.0,99,10
mugil,4.028840,4.0,107,11
drubs,4.028840,4.0,108,10
malik,4.028840,4.0,109,13
gnome,4.028840,4.0,125,11
gular,4.028840,4.0,127,12
genom,4.028840,4.0,128,12
begar,4.028840,4.0,129,11
lakin,4.028840,4.0,129,12
shule,4.028840,4.0,130,10
thelf,4.029037,4.0,83,10
unmad,4.029037,4.0,115,10
orach,4.029037,4.0,118,11
slits,4.029037,4.0,118,10
calfs,4.029037,4.0,119,12
drake,4.029037,4.0,125,12
puris,4.029037,4.0,125,12
amice,4.029037,4.0,134,13
godet,4.029037,4.0,136,10
nabis,4.029037,4.0,144,11
slurb,4.029233,4.0,106,11
polka,4.029233,4.0,109,11
filer,4.029233,4.0,125,12
lanks,4.029233,4.0,125,12
brose,4.029233,4.0,137,12
paise,4.029233,4.0,146,12
cased,4.029233,4.0,148,11
hires,4.029233,4.0,159,12
crepy,4.029429,4.0,102,11
grift,4.029429,4.0,106,10
omber,4.029429,4.0,111,12
wards,4.029429,4.0,114,11
reamy,4.029429,4.0,131,11
tonks,4.029429,4.0,132,11
curds,4.029429,4.0,133,12
beaut,4.029429,4.0,141,11
camos,4.029429,4.0,143,13
rudes,4.029429,4.0,150,11
botch,4.029625,4.0,81,10
moldy,4.029625,4.0,101,11
group,4.029625,4.0,103,11
ponty,4.029625,4.0,109,10
rowel,4.029625,4.0,111,11
chain,4.029625,4.0,115,11
dalek,4.029625,4.0,119,12
ketol,4.029625,4.0,126,12
flore,4.029625,4.0,127,12
lehrs,4.029625,4.0,135,12
koran,4.029625,4.0,138,12
lodge,4.029625,4.0,138,12
caups,4.029625,4.0,139,12
cymol,4.029821,4.0,97,11
mawrs,4.029821,4.0,99,12
drows,4.029821,4.0,112,10
homed,4.029821,4.0,114,11
munds,4.029821,4.0,126,11
gaunt,4.029821,4.0,133,11
sloka,4.029821,4.0,133,11
items,4.029821,4.0,138,12
fales,4.029821,4.0,139,12
ryots,4.029821,4.0,139,11
ascot,4.029821,4.0,154,12
codes,4.029821,4.0,161,11
blink,4.030018,4.0,96,11
skirl,4.030018,4.0,109,12
sumac,4.030018,4.0,109,11
peach,4.030018,4.0,115,11
globs,4.030018,4.0,117,10
cameo,4.030018,4.0,136,13
geist,4.030018,4.0,157,11
caids,4.030018,4.0,165,13
nides,4.030018,4.0,169,11
skelp,4.030214,4.0,89,10
shtup,4.030214,4.0,91,10
hoped,4.030214,4.0,94,10
wader,4.030214,4.0,105,11
brags,4.030214,4.0,108,11
among,4.030214,4.0,115,10
folds,4.030214,4.0,118,11
petre,4.030214,4.0,119,10
sigma,4.030214,4.0,122,10
takin,4.030214,4.0,137,11
eolid,4.030214,4.0,155,12
wroth,4.030410,4.0,93,10
stimy,4.030410,4.0,97,10
bedim,4.030410,4.0,99,10
pewit,4.030410,4.0,101,10
lunch,4.030410,4.0,103,11
melik,4.030410,4.0,109,12
mower,4.030410,4.0,109,12
redif,4.030410,4.0,109,10
blogs,4.030410,4.0,118,10
karns,4.030410,4.0,128,12
talar,4.030410,4.0,129,12
demoi,4.030410,4.0,134,11
toged,4.030410,4.0,137,10
ocean,4.030410,4.0,143,12
grise,4.030410,4.0,144,11
pelus,4.030410,4.0,146,12
rumes,4.030410,4.0,147,12
tauon,4.030410,4.0,154,11
pegma,4.030606,4.0,91,11
theic,4.030606,4.0,109,11
purga,4.030606,4.0,111,11
misty,4.030606,4.0,112,11
rubli,4.030606,4.0,113,11
apods,4.030606,4.0,122,12
tubes,4.030606,4.0,132,11
ulema,4.030606,4.0,134,12
naibs,4.030606,4.0,142,11
dampy,4.030802,4.0,80,9
brown,4.030802,4.0,89,10
parki,4.030802,4.0,107,12
roups,4.030802,4.0,122,11
krone,4.030802,4.0,134,11
grout,4.030802,4.0,135,11
deray,4.030802,4.0,138,11
urine,4.030802,4.0,164,11
carap,4.030999,4.0,106,12
scaup,4.030999,4.0,113,11
rowed,4.030999,4.0,116,10
ponga,4.030999,4.0,120,10
misdo,4.030999,4.0,122,12
bluid,4.030999,4.0,123,11
doabs,4.030999,4.0,124,11
truly,4.030999,4.0,124,11
larks,4.030999,4.0,128,13
conga,4.030999,4.0,132,11
taish,4.030999,4.0,145,11
nimbs,4.031195,4.0,101,11
lauch,4.031195,4.0,111,12
turfs,4.031195,4.0,111,11
boric,4.031195,4.0,115,11
garbo,4.031195,4.0,121,11
fails,4.031195,4.0,137,12
hoers,4.031195,4.0,138,12
lunes,4.031195,4.0,166,13
dimbo,4.031391,4.0,88,10
elfin,4.031391,4.0,107,12
milks,4.031391,4.0,107,12
ferms,4.031391,4.0,108,11
torsk,4.031391,4.0,123,12
stray,4.031391,4.0,128,10
