opener,avg_guesses,median_guesses,fails,max_guesses
bloop,4.104964,4.0,97,10
bumps,4.104964,4.0,100,11
wreck,4.104964,4.0,101,11
verbs,4.104964,4.0,127,11
habus,4.104964,4.0,135,11
wagon,4.104964,4.0,142,10
odium,4.104964,4.0,143,11
leeps,4.104964,4.0,156,12
geums,4.104964,4.0,160,12
hauds,4.104964,4.0,165,11
guano,4.104964,4.0,178,11
gopik,4.105160,4.0,111,10
tacky,4.105160,4.0,120,11
cadgy,4.105160,4.0,123,10
tipis,4.105160,4.0,125,11
chibs,4.105160,4.0,133,11
topos,4.105160,4.0,133,11
moola,4.105160,4.0,136,12
prier,4.105160,4.0,141,11
unwed,4.105160,4.0,142,10
atmas,4.105160,4.0,143,12
litai,4.105160,4.0,146,12
odahs,4.105160,4.0,153,11
gawds,4.105356,4.0,127,10
havel,4.105356,4.0,131,12
trull,4.105356,4.0,133,11
howls,4.105356,4.0,136,10
caved,4.105356,4.0,138,12
fango,4.105356,4.0,143,11
fairy,4.105356,4.0,144,11
ratti,4.105356,4.0,147,12
arter,4.105356,4.0,154,11
litie,4.105356,4.0,159,11
senas,4.105356,4.0,174,11
alpha,4.105552,4.0,104,11
dobro,4.105552,4.0,116,11
brood,4.105552,4.0,118,10
tirth,4.105552,4.0,118,11
ledgy,4.105552,4.0,135,12
deems,4.105552,4.0,142,12
tacet,4.105552,4.0,148,12
rorts,4.105552,4.0,151,11
roaky,4.105552,4.0,152,11
lauan,4.105552,4.0,165,12
tempt,4.105748,4.0,95,11
boldo,4.105748,4.0,112,11
boord,4.105748,4.0,118,11
kenaf,4.105748,4.0,123,12
boree,4.105748,4.0,131,12
morra,4.105748,4.0,142,12
razet,4.105748,4.0,146,11
makos,4.105748,4.0,153,13
iches,4.105748,4.0,158,12
ernes,4.105748,4.0,181,12
spool,4.105945,4.0,128,10
fakir,4.105945,4.0,131,12
flake,4.105945,4.0,131,12
vegan,4.105945,4.0,145,11
hyles,4.105945,4.0,148,12
shyer,4.105945,4.0,150,10
cense,4.105945,4.0,152,12
eisel,4.105945,4.0,173,13
gloop,4.106141,4.0,103,11
wifed,4.106141,4.0,114,10
spoon,4.106141,4.0,115,10
lipid,4.106141,4.0,116,11
rocky,4.106141,4.0,118,11
mirid,4.106141,4.0,121,12
beted,4.106141,4.0,125,10
khula,4.106141,4.0,127,12
dress,4.106141,4.0,128,11
selfy,4.106141,4.0,129,11
linky,4.106141,4.0,132,12
hairy,4.106141,4.0,155,11
naive,4.106141,4.0,156,12
yager,4.106141,4.0,169,11
ketch,4.106337,4.0,99,10
malls,4.106337,4.0,126,13
codon,4.106337,4.0,130,12
molal,4.106337,4.0,135,12
kideo,4.106337,4.0,142,12
cress,4.106337,4.0,143,11
moots,4.106337,4.0,143,12
kunds,4.106337,4.0,149,11
knule,4.106337,4.0,152,12
viola,4.106337,4.0,154,12
doeks,4.106337,4.0,156,12
bunia,4.106337,4.0,159,11
avens,4.106337,4.0,161,12
cheet,4.106533,4.0,115,11
besaw,4.106533,4.0,120,11
hists,4.106533,4.0,120,10
fouth,4.106533,4.0,124,11
gnaws,4.106533,4.0,143,11
tsubo,4.106533,4.0,151,11
ovals,4.106533,4.0,152,13
taiko,4.106533,4.0,165,12
unity,4.106533,4.0,166,11
cakes,4.106533,4.0,171,13
lises,4.106533,4.0,174,12
peasy,4.106533,4.0,174,12
ayins,4.106533,4.0,190,12
whift,4.106729,4.0,89,10
vetch,4.106729,4.0,95,10
ochry,4.106729,4.0,109,11
winch,4.106729,4.0,112,10
boked,4.106729,4.0,139,11
rupee,4.106729,4.0,142,11
hanks,4.106729,4.0,146,11
khans,4.106729,4.0,148,11
solas,4.106729,4.0,154,11
sires,4.106729,4.0,170,12
flush,4.106926,4.0,107,11
spins,4.106926,4.0,125,11
farad,4.106926,4.0,128,11
subha,4.106926,4.0,131,10
saman,4.106926,4.0,148,11
visor,4.106926,4.0,151,12
ashed,4.106926,4.0,152,10
saris,4.106926,4.0,159,12
souly,4.106926,4.0,159,11
mosey,4.106926,4.0,160,12
jalop,4.107122,4.0,115,12
motet,4.107122,4.0,135,12
betes,4.107122,4.0,148,11
kaing,4.107122,4.0,152,11
wembs,4.107318,4.0,97,11
malwa,4.107318,4.0,102,12
downy,4.107318,4.0,113,9
menge,4.107318,4.0,118,12
molla,4.107318,4.0,133,12
polos,4.107318,4.0,144,11
basho,4.107318,4.0,147,11
rises,4.107318,4.0,166,11
guiro,4.107318,4.0,172,12
reens,4.107318,4.0,183,12
bodhi,4.107514,4.0,115,11
scall,4.107514,4.0,127,12
nikab,4.107514,4.0,134,10
rucks,4.107514,4.0,134,12
amene,4.107514,4.0,138,12
fused,4.107514,4.0,141,11
rahui,4.107514,4.0,149,11
fasci,4.107514,4.0,154,12
coifs,4.107514,4.0,155,12
walks,4.107710,4.0,116,12
slogs,4.107710,4.0,134,11
stood,4.107710,4.0,137,10
gryde,4.107710,4.0,140,10
relax,4.107710,4.0,143,12
gleys,4.107710,4.0,158,11
amigo,4.107710,4.0,166,12
kinos,4.107710,4.0,177,12
barfy,4.107907,4.0,111,11
bliss,4.107907,4.0,124,10
viced,4.107907,4.0,131,12
sadhu,4.107907,4.0,141,10
leugh,4.107907,4.0,145,11
retax,4.107907,4.0,145,11
rubio,4.107907,4.0,150,11
visne,4.107907,4.0,156,12
kisan,4.107907,4.0,164,12
rared,4.107907,4.0,165,11
asity,4.107907,4.0,176,12
neemb,4.108103,4.0,98,11
snoop,4.108103,4.0,118,10
verso,4.108103,4.0,145,12
vireo,4.108103,4.0,157,13
tasse,4.108103,4.0,158,11
guids,4.108103,4.0,165,11
rewet,4.108299,4.0,123,10
slomo,4.108299,4.0,124,11
imbue,4.108299,4.0,129,12
vespa,4.108299,4.0,131,12
hovel,4.108299,4.0,136,12
exalt,4.108299,4.0,149,11
racer,4.108299,4.0,153,12
flunk,4.108495,4.0,107,12
othyl,4.108495,4.0,112,10
limax,4.108495,4.0,123,12
matts,4.108495,4.0,130,12
pilei,4.108495,4.0,130,12
glatt,4.108495,4.0,133,11
tzars,4.108495,4.0,145,12
rodeo,4.108495,4.0,147,11
greys,4.108495,4.0,158,11
negus,4.108495,4.0,179,12
mobey,4.108691,4.0,117,11
spans,4.108691,4.0,128,10
firks,4.108691,4.0,130,12
decks,4.108691,4.0,136,12
petit,4.108691,4.0,138,11
tomos,4.108691,4.0,139,12
lurve,4.108691,4.0,143,12
bohea,4.108691,4.0,144,10
karsy,4.108691,4.0,145,11
coots,4.108691,4.0,155,12
total,4.108691,4.0,157,12
erhus,4.108691,4.0,166,12
naiad,4.108691,4.0,169,11
tombo,4.108888,4.0,90,11
timid,4.108888,4.0,122,11
newly,4.108888,4.0,126,12
hoven,4.108888,4.0,134,11
radix,4.108888,4.0,136,11
tooms,4.108888,4.0,140,12
refly,4.108888,4.0,141,12
leger,4.108888,4.0,156,11
byres,4.108888,4.0,161,11
maare,4.108888,4.0,165,13
abmho,4.109084,4.0,100,11
vamps,4.109084,4.0,101,12
skelf,4.109084,4.0,103,11
polje,4.109084,4.0,124,11
ebony,4.109084,4.0,133,11
gipsy,4.109084,4.0,135,11
marri,4.109084,4.0,136,12
sands,4.109084,4.0,142,11
capas,4.109084,4.0,144,12
geste,4.109084,4.0,147,11
laura,4.109084,4.0,155,12
taint,4.109084,4.0,166,11
noisy,4.109084,4.0,167,12
ngaio,4.109084,4.0,175,11
sloom,4.109280,4.0,123,11
heder,4.109280,4.0,131,10
horsy,4.109280,4.0,139,11
crier,4.109280,4.0,149,12
fuero,4.109280,4.0,159,11
fouer,4.109280,4.0,165,12
aurei,4.109280,4.0,193,13
spams,4.109476,4.0,101,11
bomor,4.109476,4.0,103,11
mirky,4.109476,4.0,115,12
frush,4.109476,4.0,121,10
balsa,4.109476,4.0,132,12
sordo,4.109476,4.0,134,10
argal,4.109476,4.0,142,11
gurly,4.109476,4.0,142,11
todos,4.109476,4.0,146,11
beets,4.109476,4.0,147,11
tasca,4.109476,4.0,153,12
carrs,4.109476,4.0,157,12
tetra,4.109476,4.0,163,12
kohls,4.109672,4.0,131,11
soras,4.109672,4.0,156,12
loses,4.109672,4.0,164,12
oupas,4.109672,4.0,174,12
blood,4.109869,4.0,122,11
whaur,4.109869,4.0,126,11
arbas,4.109869,4.0,132,11
saugh,4.109869,4.0,137,10
nikah,4.109869,4.0,142,11
truss,4.109869,4.0,142,10
toshy,4.109869,4.0,146,10
miraa,4.109869,4.0,152,12
daiko,4.109869,4.0,157,12
spads,4.110065,4.0,113,10
lapje,4.110065,4.0,117,12
swank,4.110065,4.0,119,11
shist,4.110065,4.0,123,11
gemel,4.110065,4.0,132,12
bigos,4.110065,4.0,173,11
gloss,4.110261,4.0,134,11
dungy,4.110261,4.0,135,11
haver,4.110261,4.0,137,12
ruana,4.110261,4.0,170,11
ourie,4.110261,4.0,182,12
bortz,4.110457,4.0,108,10
modoc,4.110457,4.0,108,11
phubs,4.110457,4.0,112,10
dowly,4.110457,4.0,114,11
slebs,4.110457,4.0,127,10
pokie,4.110457,4.0,135,11
moana,4.110457,4.0,150,12
ardor,4.110457,4.0,151,11
milky,4.110653,4.0,115,11
ehing,4.110653,4.0,138,11
kapus,4.110653,4.0,139,12
sores,4.110653,4.0,164,12
laevo,4.110653,4.0,166,13
sanes,4.110653,4.0,171,11
fleck,4.110850,4.0,98,13
chynd,4.110850,4.0,101,11
samps,4.110850,4.0,102,11
synch,4.110850,4.0,112,10
peghs,4.110850,4.0,131,10
defog,4.110850,4.0,133,10
given,4.110850,4.0,148,12
loons,4.110850,4.0,157,12
roons,4.110850,4.0,164,11
bantz,4.111046,4.0,109,10
kaphs,4.111046,4.0,110,11
funic,4.111046,4.0,130,12
ovels,4.111046,4.0,151,12
varus,4.111046,4.0,153,13
cokes,4.111046,4.0,168,13
easle,4.111046,4.0,169,13
schif,4.111242,4.0,104,10
palak,4.111242,4.0,109,12
kalpa,4.111242,4.0,110,12
tilth,4.111242,4.0,118,10
dhows,4.111242,4.0,119,10
kylin,4.111242,4.0,134,12
mirrs,4.111242,4.0,137,12
amari,4.111242,4.0,143,13
pedes,4.111242,4.0,143,11
aches,4.111242,4.0,159,12
nubia,4.111242,4.0,159,11
lases,4.111242,4.0,166,12
deens,4.111242,4.0,168,11
nougs,4.111242,4.0,178,12
outie,4.111242,4.0,181,12
womyn,4.111438,4.0,98,10
mhorr,4.111438,4.0,104,10
groom,4.111438,4.0,114,11
burfi,4.111438,4.0,120,10
tarka,4.111438,4.0,127,12
abate,4.111438,4.0,130,11
pools,4.111438,4.0,141,11
jorts,4.111438,4.0,143,12
cotta,4.111438,4.0,144,12
oculi,4.111438,4.0,149,12
areca,4.111438,4.0,152,12
soils,4.111438,4.0,164,11
mbuga,4.111634,4.0,115,11
alkyd,4.111634,4.0,123,11
sleds,4.111634,4.0,139,10
order,4.111634,4.0,140,11
marua,4.111634,4.0,141,13
kusti,4.111634,4.0,142,12
value,4.111634,4.0,150,13
poesy,4.111634,4.0,162,11
allen,4.111634,4.0,166,12
aerie,4.111634,4.0,181,13
droob,4.111830,4.0,117,10
swink,4.111830,4.0,122,10
welsh,4.111830,4.0,124,10
albas,4.111830,4.0,132,11
rusts,4.111830,4.0,135,10
shake,4.111830,4.0,143,11
knags,4.111830,4.0,150,11
cavie,4.111830,4.0,163,13
aygre,4.111830,4.0,165,11
mucho,4.112027,4.0,117,12
braky,4.112027,4.0,118,11
lawks,4.112027,4.0,121,12
pagan,4.112027,4.0,127,11
rafik,4.112027,4.0,128,12
knoud,4.112027,4.0,138,10
piece,4.112027,4.0,139,12
taxor,4.112027,4.0,140,12
faery,4.112027,4.0,142,11
cadee,4.112027,4.0,153,12
enows,4.112027,4.0,155,11
nadas,4.112027,4.0,161,12
saist,4.112027,4.0,163,11
sella,4.112027,4.0,166,12
arses,4.112027,4.0,173,11
unais,4.112027,4.0,199,12
waker,4.112223,4.0,123,12
tsked,4.112223,4.0,139,11
paves,4.112223,4.0,142,12
dills,4.112223,4.0,151,12
kembs,4.112419,4.0,106,12
whams,4.112419,4.0,106,11
hiked,4.112419,4.0,120,11
thill,4.112419,4.0,120,11
wolfs,4.112419,4.0,120,11
freed,4.112419,4.0,122,11
burks,4.112419,4.0,128,12
deeps,4.112419,4.0,138,11
femur,4.112419,4.0,147,12
vised,4.112419,4.0,153,12
diana,4.112419,4.0,165,11
gynae,4.112419,4.0,167,11
daisy,4.112419,4.0,182,13
snips,4.112615,4.0,124,11
snods,4.112615,4.0,133,11
karat,4.112615,4.0,135,12
lawsy,4.112615,4.0,137,11
yupon,4.112615,4.0,139,11
amoks,4.112615,4.0,149,13
saims,4.112615,4.0,155,12
nolos,4.112615,4.0,156,12
gynie,4.112615,4.0,158,11
kuris,4.112615,4.0,159,13
tater,4.112615,4.0,163,12
glitz,4.112811,4.0,126,10
frisk,4.112811,4.0,130,11
heare,4.112811,4.0,155,12
chief,4.113008,4.0,107,11
ducks,4.113008,4.0,125,12
frays,4.113008,4.0,134,11
mosto,4.113008,4.0,136,12
foyer,4.113008,4.0,140,11
soars,4.113008,4.0,156,12
netta,4.113008,4.0,158,11
salle,4.113008,4.0,159,12
suete,4.113008,4.0,167,11
simps,4.113204,4.0,111,11
whips,4.113204,4.0,111,10
tagma,4.113204,4.0,114,11
holon,4.113204,4.0,129,11
debug,4.113204,4.0,134,11
deice,4.113204,4.0,150,12
atoll,4.113204,4.0,154,12
mugos,4.113204,4.0,157,12
satis,4.113204,4.0,158,11
hayer,4.113204,4.0,162,11
rases,4.113204,4.0,163,11
packy,4.113400,4.0,101,11
fanal,4.113400,4.0,128,12
bevor,4.113400,4.0,129,12
waged,4.113400,4.0,133,10
ardri,4.113400,4.0,142,11
pacas,4.113400,4.0,144,12
towai,4.113400,4.0,148,11
manoa,4.113400,4.0,150,12
vines,4.113400,4.0,169,12
bylaw,4.113596,4.0,99,10
aflow,4.113596,4.0,109,11
spics,4.113596,4.0,120,11
bravi,4.113596,4.0,125,12
slags,4.113596,4.0,135,11
sheik,4.113596,4.0,136,10
pukas,4.113596,4.0,140,12
virge,4.113596,4.0,140,11
glass,4.113596,4.0,141,11
tocos,4.113596,4.0,154,12
aguti,4.113596,4.0,161,11
neant,4.113596,4.0,166,11
divas,4.113596,4.0,167,13
ikans,4.113596,4.0,167,12
renew,4.113792,4.0,124,10
baked,4.113792,4.0,128,11
ought,4.113792,4.0,130,12
budge,4.113792,4.0,132,11
vapes,4.113792,4.0,139,12
sokah,4.113792,4.0,145,11
ditts,4.113792,4.0,147,11
mesne,4.113792,4.0,155,12
grese,4.113792,4.0,163,11
usnic,4.113792,4.0,164,12
narre,4.113792,4.0,167,11
sones,4.113792,4.0,170,11
nabam,4.113989,4.0,110,10
flows,4.113989,4.0,117,11
kwela,4.113989,4.0,120,11
gerbe,4.113989,4.0,122,11
laarf,4.113989,4.0,130,12
pirre,4.113989,4.0,133,11
snood,4.113989,4.0,134,11
epena,4.113989,4.0,136,11
sough,4.113989,4.0,145,10
stonn,4.113989,4.0,148,10
nertz,4.113989,4.0,149,11
drear,4.113989,4.0,156,11
avine,4.113989,4.0,165,11
heres,4.113989,4.0,171,11
meteg,4.114185,4.0,107,11
ortho,4.114185,4.0,118,11
mazel,4.114185,4.0,125,13
pavis,4.114185,4.0,146,12
suits,4.114185,4.0,154,11
bumph,4.114381,4.0,77,10
rowdy,4.114381,4.0,116,10
soupy,4.114381,4.0,141,10
mavis,4.114381,4.0,146,13
calls,4.114381,4.0,147,13
gavot,4.114381,4.0,148,12
roods,4.114381,4.0,149,11
kutas,4.114381,4.0,157,12
mease,4.114381,4.0,159,13
olona,4.114381,4.0,162,12
moyas,4.114381,4.0,168,12
oumas,4.114381,4.0,181,13
whomp,4.114577,4.0,80,10
hawed,4.114577,4.0,121,10
major,4.114577,4.0,134,13
moves,4.114577,4.0,138,13
sipes,4.114577,4.0,138,11
meiko,4.114577,4.0,147,12
ladle,4.114577,4.0,151,12
doole,4.114577,4.0,160,11
chiao,4.114577,4.0,166,12
nosey,4.114577,4.0,170,12
itchy,4.114773,4.0,107,11
whims,4.114773,4.0,110,11
tweak,4.114773,4.0,124,11
wreak,4.114773,4.0,131,11
talak,4.114773,4.0,132,11
gamey,4.114773,4.0,135,11
dorrs,4.114773,4.0,141,11
fogie,4.114773,4.0,148,10
zante,4.114773,4.0,148,11
toter,4.114773,4.0,161,12
teats,4.114773,4.0,178,12
diyas,4.114773,4.0,179,13
comfy,4.114970,4.0,91,10
kimbo,4.114970,4.0,105,11
velum,4.114970,4.0,119,12
wefts,4.114970,4.0,126,11
bless,4.114970,4.0,128,10
bests,4.114970,4.0,130,10
nitid,4.114970,4.0,137,10
lapel,4.114970,4.0,139,12
kelty,4.114970,4.0,143,11
whaps,4.115166,4.0,110,10
gloom,4.115166,4.0,119,11
garba,4.115166,4.0,124,11
hyleg,4.115166,4.0,125,11
sinds,4.115166,4.0,144,10
obeah,4.115166,4.0,146,11
oulks,4.115166,4.0,152,12
stoas,4.115166,4.0,156,11
alias,4.115166,4.0,177,12
ogham,4.115362,4.0,114,10
snowk,4.115362,4.0,118,10
brill,4.115362,4.0,121,11
kiang,4.115362,4.0,151,11
goety,4.115362,4.0,154,10
devos,4.115362,4.0,157,11
baiks,4.115362,4.0,158,12
olive,4.115362,4.0,160,12
whang,4.115558,4.0,110,10
stabs,4.115558,4.0,123,10
hacek,4.115558,4.0,130,12
woker,4.115558,4.0,130,12
tweel,4.115558,4.0,131,11
mocks,4.115558,4.0,132,13
bahus,4.115558,4.0,137,11
syboe,4.115558,4.0,142,11
virga,4.115558,4.0,145,12
vertu,4.115558,4.0,148,11
nooit,4.115558,4.0,157,11
netts,4.115558,4.0,163,11
chuse,4.115558,4.0,164,12
beres,4.115558,4.0,168,11
hawms,4.115754,4.0,111,11
pooed,4.115754,4.0,124,11
sheel,4.115754,4.0,144,11
readd,4.115754,4.0,147,11
hynde,4.115754,4.0,150,10
tacit,4.115754,4.0,152,12
beaks,4.115754,4.0,158,12
vinas,4.115754,4.0,171,12
mayos,4.115754,4.0,173,12
primp,4.115951,4.0,93,11
photo,4.115951,4.0,103,10
mirin,4.115951,4.0,122,12
kofta,4.115951,4.0,130,11
stobs,4.115951,4.0,131,10
funis,4.115951,4.0,157,12
neski,4.115951,4.0,164,12
spell,4.116147,4.0,121,10
locky,4.116147,4.0,127,12
fleer,4.116147,4.0,132,12
heled,4.116147,4.0,134,12
totem,4.116147,4.0,138,12
jolts,4.116147,4.0,142,11
hyena,4.116147,4.0,154,11
local,4.116147,4.0,156,12
agony,4.116147,4.0,163,11
voila,4.116147,4.0,170,12
mooth,4.116343,4.0,106,11
stept,4.116343,4.0,122,10
slums,4.116343,4.0,123,11
maray,4.116343,4.0,130,12
repeg,4.116343,4.0,133,11
shots,4.116343,4.0,133,10
rooms,4.116343,4.0,140,12
nills,4.116343,4.0,148,12
colle,4.116343,4.0,152,12
actas,4.116343,4.0,158,12
tetri,4.116343,4.0,158,12
sairs,4.116343,4.0,165,12
mawla,4.116539,4.0,106,12
ticky,4.116539,4.0,121,11
motte,4.116539,4.0,134,12
shako,4.116539,4.0,144,11
terek,4.116539,4.0,149,11
armer,4.116539,4.0,156,12
retro,4.116539,4.0,156,11
agued,4.116539,4.0,171,10
forks,4.116735,4.0,125,12
gundy,4.116735,4.0,137,11
potts,4.116735,4.0,138,11
pitta,4.116735,4.0,140,11
eathe,4.116735,4.0,141,11
scatt,4.116735,4.0,141,11
taxol,4.116735,4.0,149,12
hocus,4.116735,4.0,160,12
novae,4.116735,4.0,164,12
sines,4.116735,4.0,174,11
wharf,4.116932,4.0,98,10
aflap,4.116932,4.0,99,11
kench,4.116932,4.0,109,11
manky,4.116932,4.0,114,11
perky,4.116932,4.0,123,11
basts,4.116932,4.0,131,10
nowty,4.116932,4.0,131,10
jacet,4.116932,4.0,133,12
pases,4.116932,4.0,137,11
calix,4.116932,4.0,143,13
overs,4.116932,4.0,154,13
tecta,4.116932,4.0,154,12
drier,4.116932,4.0,155,11
degus,4.116932,4.0,169,11
brass,4.117128,4.0,121,11
sylva,4.117128,4.0,125,11
roops,4.117128,4.0,130,11
awarn,4.117128,4.0,136,11
spaes,4.117128,4.0,143,11
meeds,4.117128,4.0,146,12
semas,4.117128,4.0,148,12
kings,4.117128,4.0,158,11
obias,4.117128,4.0,181,12
cheka,4.117324,4.0,124,12
melam,4.117324,4.0,132,13
busty,4.117324,4.0,140,10
molos,4.117324,4.0,141,12
dukas,4.117324,4.0,151,12
adats,4.117324,4.0,169,11
opgaf,4.117520,4.0,99,9
cobot,4.117520,4.0,113,11
spims,4.117520,4.0,114,11
grass,4.117520,4.0,122,11
newer,4.117520,4.0,122,10
krubi,4.117520,4.0,129,11
palay,4.117520,4.0,132,11
seams,4.117520,4.0,160,12
eyras,4.117520,4.0,178,12
spasm,4.117716,4.0,102,11
wodge,4.117716,4.0,125,10
snaps,4.117716,4.0,132,10
hoked,4.117716,4.0,142,11
foley,4.117716,4.0,143,12
devis,4.117716,4.0,154,11
loled,4.117716,4.0,157,12
dools,4.117716,4.0,161,12
kibes,4.117716,4.0,162,12
leaky,4.117716,4.0,162,12
sensa,4.117716,4.0,165,11
siens,4.117716,4.0,175,11
awing,4.117912,4.0,137,11
gonks,4.117912,4.0,161,11
serra,4.117912,4.0,165,11
llano,4.117912,4.0,167,12
yeads,4.117912,4.0,191,11
umphs,4.118109,4.0,106,11
mazet,4.118109,4.0,128,12
apnea,4.118109,4.0,137,12
labia,4.118109,4.0,140,12
giver,4.118109,4.0,145,12
lassi,4.118109,4.0,148,12
voice,4.118109,4.0,148,12
aksed,4.118109,4.0,151,11
mania,4.118109,4.0,153,12
eagle,4.118109,4.0,155,12
roleo,4.118109,4.0,156,12
satai,4.118109,4.0,157,11
ester,4.118109,4.0,164,12
fundi,4.118305,4.0,129,11
yawls,4.118305,4.0,139,11
cepes,4.118305,4.0,144,12
haats,4.118305,4.0,148,11
ficos,4.118305,4.0,155,12
linen,4.118305,4.0,156,12
poyas,4.118305,4.0,165,11
kelpy,4.118501,4.0,110,11
hanap,4.118501,4.0,120,10
folks,4.118501,4.0,124,12
cuspy,4.118501,4.0,137,11
prior,4.118501,4.0,138,11
hover,4.118697,4.0,135,12
fiery,4.118697,4.0,140,11
mools,4.118697,4.0,141,12
honks,4.118697,4.0,144,11
jarls,4.118697,4.0,146,13
simas,4.118697,4.0,150,11
heady,4.118697,4.0,154,10
kaies,4.118697,4.0,191,13
elfed,4.118893,4.0,110,11
whamo,4.118893,4.0,121,11
rehem,4.118893,4.0,126,11
katal,4.118893,4.0,130,11
motts,4.118893,4.0,135,12
duvet,4.118893,4.0,139,11
abele,4.118893,4.0,147,11
shiok,4.118893,4.0,150,11
easts,4.118893,4.0,157,11
cedes,4.118893,4.0,167,12
titer,4.118893,4.0,168,12
anear,4.118893,4.0,182,12
fiked,4.119090,4.0,117,11
galah,4.119090,4.0,121,11
hurly,4.119090,4.0,142,11
niece,4.119090,4.0,148,12
apian,4.119090,4.0,154,11
ginks,4.119090,4.0,161,11
brusk,4.119286,4.0,126,11
fendy,4.119286,4.0,129,11
nahal,4.119286,4.0,134,12
hiver,4.119286,4.0,137,12
basta,4.119286,4.0,138,11
vaute,4.119286,4.0,147,12
genae,4.119286,4.0,148,11
maiko,4.119286,4.0,151,13
tacts,4.119286,4.0,152,12
bakes,4.119286,4.0,154,12
crare,4.119286,4.0,163,12
oaken,4.119286,4.0,163,12
koine,4.119286,4.0,166,11
trets,4.119286,4.0,166,11
karma,4.119482,4.0,118,13
favor,4.119482,4.0,132,12
evils,4.119482,4.0,155,12
dives,4.119482,4.0,157,12
bikes,4.119482,4.0,159,12
nivas,4.119482,4.0,173,12
eales,4.119482,4.0,185,13
hoved,4.119678,4.0,122,11
award,4.119678,4.0,127,10
bowie,4.119678,4.0,127,10
joram,4.119678,4.0,132,12
camas,4.119678,4.0,140,13
gaumy,4.119678,4.0,141,11
joled,4.119678,4.0,144,12
yarks,4.119678,4.0,147,12
pioye,4.119678,4.0,151,11
acari,4.119678,4.0,154,12
aldol,4.119678,4.0,156,13
boaks,4.119678,4.0,157,12
acedy,4.119678,4.0,158,11
gyans,4.119678,4.0,174,11
kombi,4.119874,4.0,94,11
poufs,4.119874,4.0,131,11
whine,4.119874,4.0,138,11
elude,4.119874,4.0,160,11
doves,4.119874,4.0,162,12
geare,4.119874,4.0,172,12
illth,4.120071,4.0,123,10
ouphs,4.120071,4.0,136,11
ledge,4.120071,4.0,139,12
acene,4.120071,4.0,150,12
mises,4.120071,4.0,150,12
oundy,4.120071,4.0,153,10
sains,4.120071,4.0,173,11
smalm,4.120267,4.0,114,12
flitt,4.120267,4.0,125,11
bingy,4.120267,4.0,128,11
cogue,4.120267,4.0,169,12
vampy,4.120463,4.0,95,11
tewel,4.120463,4.0,129,11
nudgy,4.120463,4.0,132,10
subak,4.120463,4.0,132,11
knish,4.120463,4.0,135,11
logon,4.120463,4.0,138,11
tanto,4.120463,4.0,166,11
bouse,4.120463,4.0,174,12
thebe,4.120659,4.0,107,10
sifts,4.120659,4.0,126,10
hoord,4.120659,4.0,132,11
njirl,4.120659,4.0,132,12
sagar,4.120659,4.0,139,11
lurgy,4.120659,4.0,154,11
urdee,4.120659,4.0,158,11
brees,4.120659,4.0,159,11
loral,4.120659,4.0,159,12
vocab,4.120855,4.0,119,11
dhaks,4.120855,4.0,130,11
ganev,4.120855,4.0,132,11
bowes,4.120855,4.0,134,10
adeem,4.120855,4.0,137,12
sheen,4.120855,4.0,146,10
nevis,4.120855,4.0,159,12
herse,4.120855,4.0,166,11
abysm,4.121052,4.0,116,11
afald,4.121052,4.0,120,12
briss,4.121052,4.0,129,11
gypos,4.121052,4.0,133,10
cinct,4.121052,4.0,139,12
dorje,4.121052,4.0,145,11
galas,4.121052,4.0,152,12
nante,4.121052,4.0,152,11
acidy,4.121052,4.0,155,11
boyed,4.121052,4.0,157,11
testa,4.121052,4.0,161,12
oueds,4.121052,4.0,190,12
nymph,4.121248,4.0,78,9
honor,4.121248,4.0,127,11
umbos,4.121248,4.0,131,12
urvas,4.121248,4.0,152,12
sheer,4.121248,4.0,158,10
saucy,4.121248,4.0,163,11
geres,4.121248,4.0,177,11
uraei,4.121248,4.0,201,12
murky,4.121444,4.0,112,11
fritt,4.121444,4.0,122,11
grebe,4.121444,4.0,128,11
pilis,4.121444,4.0,135,11
khads,4.121444,4.0,136,11
pises,4.121444,4.0,141,11
neeps,4.121444,4.0,146,12
afoul,4.121444,4.0,153,12
miaow,4.121444,4.0,153,12
kayle,4.121444,4.0,155,12
touks,4.121444,4.0,160,12
soote,4.121444,4.0,162,11
silex,4.121444,4.0,163,12
looed,4.121444,4.0,164,13
smell,4.121640,4.0,113,11
glebe,4.121640,4.0,120,11
tweer,4.121640,4.0,140,11
wages,4.121640,4.0,158,11
ragee,4.121640,4.0,162,11
sarir,4.121640,4.0,162,11
easel,4.121640,4.0,171,12
refed,4.121836,4.0,121,10
tocky,4.121836,4.0,123,11
vodun,4.121836,4.0,133,10
reify,4.121836,4.0,142,11
apaid,4.121836,4.0,143,11
posol,4.121836,4.0,146,11
thees,4.121836,4.0,157,11
hetes,4.121836,4.0,161,11
novas,4.121836,4.0,167,12
koura,4.121836,4.0,168,13
parry,4.122033,4.0,116,10
rugby,4.122033,4.0,117,11
sheep,4.122033,4.0,123,10
playa,4.122033,4.0,128,11
sweet,4.122033,4.0,133,10
moufs,4.122033,4.0,137,12
fumes,4.122033,4.0,138,12
seism,4.122033,4.0,145,12
hoyed,4.122033,4.0,150,10
hyens,4.122033,4.0,153,11
sades,4.122033,4.0,158,11
soole,4.122033,4.0,167,11
amuck,4.122229,4.0,118,13
khadi,4.122229,4.0,131,12
